,Index,data,labels
330,0_207,"""It does if I search for the compete name """"JL Planner"""" It doesn't make much sense to me that if I search for the term """"baseline"""" our program does not show up.""",0
331,4415,"""This gets even more painful when we work with client-application teams that want to customize the localized strings for their platform for a loc-key loc-args contract.""",0
332,1760_5,"""______________________________________________________________________________________________________________________________________Android _____________________________________________""",0
333,958_1,"""hope you all able to update the Facebook Apps for Window 8 ,, as the chat room ( message ) not able to download file attachment like Words, Excel ... to maximize the utility of Microsoft Office usage, you all should included the function of downloading file attachment to allow user like me to have wide rage of office usage..""",0
334,1318_1,"""We have two pages the Main tile page and then all apps.""",0
335,0_1780,"""When you click on an rss feed in firefox it shows you a preview of the current feed with an option to subscribe to it.	""",0
336,1815_10,"""Do you agree that it is time to have it now?""",0
337,1831_2,"""By providing the ability to assign an icon placed on the IsolatedStorage, the developer will be free to create button icons at runtime, dynamically download them from other places etc.""",0
338,668_2,"""Seems there is an issue with the sd card in WP 8.1 Preview.""",0
339,0_1660,"""Please, make a way to do that.""",0
340,3005,"""If you either leave Idle tasks alone (they are Idle so not using system resources right?""",0
341,0_502,"""Bug is only in Edge web browser in input fields.""",0
342,1353,Currently we have no notifying system to the developers when the customer add new feedback to the feedback hub.,0
343,3478,"""The FutureAccessList has an issue.""",0
344,796_9,"""Quite unfortunate.""",0
345,960_8,"""I appreciate the need reducing wastes of battery power, but if Microsoft believes in putting the user in control, then allow the user to enable access to persistent TCP connections on an app by app basis as Windows 8 allows.""",0
346,1062,I have to do it whenever there is some heavy thing between Computer and Hub.,0
347,0_2040,"""In the Pocket settings I only seem to have the ability to set a Pocket username and password.""",0
348,1103,Please don't reply me with this: https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2008-R2-and-2008/cc708605(v=ws.10),0
349,917_7,"""Like all the Timer apps on Android & iOS, they can update the badge numbers real time giving you a true countdown timer experience.""",0
350,3925,""" <td style='...'>My teste here</td>""",0
351,0_322,"""Well, you're still missing the point .""",0
352,229,"""I filed one against a Microsoft example on Github here:""",0
353,2843,It's not possible to set the Hijri adjustment for the month of Ramadan/Shaban though which can vary per region/user (some users like to use the adjustment of a different country).,0
354,0_351,"""This question is not because bizview is my own app, the question is for all developers that works hard.""",0
355,2551,"""If it is not intended why then isâ¦ more""",0
356,1784_17,"""Developers have the choice of looking incompetent or ruthlessly picking a theme & sticking to it, thus rendering the ability to choose an overall theme pointless.""",0
357,0_1948,"""This is the case even when I have subscribed to the blog through feedly through the feedly button on my blog.""",0
358,1528_1,"""My app takes approx two seconds to run, even though it only loads a single image and shows no splash screen... You should work on that - I have run out of options to make it faster.""",0
359,4466,"""CoreIndependentInputSource has it's own Dispatcher does that mean it has it's own HWND/message queue?""",0
360,793_2,"""With MaxNumberOfColums you can limit the number of columns.""",0
361,943_3,"""To go 1 step further, making the support email process anonymous would probably convince more people to use the support___ more""",0
362,1384,and which operator to use [AND/OR] in case of multiple property filter provided.),0
363,927_8,"""It is a common scenario for the user to initiate a network transfer, then turn off the screen or switch to another app while the transfer is still in progress.""",0
364,4532,"""There are a number of failure cases such as a high incoming request rate filling the request queue that can result in the module rejecting incoming requests directly without handing them off to callers higher on the stack.""",0
365,685,"""Even the iPhone has had this for almost eight years.""",0
366,1795,"""Buffer overrun while writing to 'newACL': the writable size is 'aclSize' bytes but '8' bytes might be written.""",0
367,0_189,"""When I'm accessing this API, I get 1'200 for fullChargeCapacityInMilliwattHours and 1'300 for designCapacityInMilliwattHours.""",0
368,1519_4,"""Having to convert a .wav file to .wma or .mp3 format, for selection in the SaveRingtoneTask, is a very difficult process that involves web services and licensing considerations.""",0
369,783_1,"""Since upgrading to the latest 8.10.12382.878, my cellular data has been unstable/zero.""",0
370,1032_2,"""It's imprecise and frustrating, and confuses the user as he's not used to this behavior in system apps.""",0
371,836_13,"""I wonder what may cause this.""",0
372,2408,"""If it works in Edge Chrome and Firefox it should work in WebView control.""",0
373,0_859,"""This feature was planned for WP7 but was removed for RTM**.""",0
374,963_2,"""Coming from webOS, navigation on wp8 feels very stilted.""",0
375,1690_1,"""_____________________________________________________________________________________________________________________________________________________________________ _________________________________________________________________________________________________________________ ----- ___ChevronWP7______6______coming soon________________________________________________""",0
376,1676,"""Say you have two menu items one Home and the other Whatever.""",0
377,285,"""As a developer I manage customer groups for package flighting and customer segmentation.""",0
378,0_353,"""bizview rating is about 4.5 and has many reviews.""",0
379,2243,"""The proposal is to add something like:""",0
380,1853_2,"""the context menu of images could list tasks provided by apps dealing with images.""",0
381,1031_1,"""Textboxes in Windows Phone built-in apps (for instance, in the message hub) allow the user to scroll just by swiping the finger on it.""",0
382,1974,"""If files are loaded using the NeighboringFilesQuery then GetPropertiesAsync on those files will only return properties that have been indexed.""",0
383,4180,"""Iâm using the property DeviceInformation::Name in my application to display the port name.""",0
384,1514_8,"""Current WP7 does not allow the keyboard to be replaced.""",0
385,1735,""" at System.Management.Automation.LocationGlobber.IsChildNameAMatch(PSObject childObject""",0
386,2412,I add a CustomAudioEffect which is EQ (I've also tried using official UWP sample's EchoEffect) to MediaPlayer.,0
387,1679_10,"""It's quite frustrating to have to go into people, click of search and have to find contact, then dial.""",0
388,1449_9,"""In this case an exception is thrown.""",0
389,1695_1,"""For users who only have low quality network, Background File Transfer is not possible at all.""",0
390,1285_2,"""Allow close the task on long press right Button in Phone.""",0
391,1798_2,"""I believe this will confuse users and create unecessary friction for consumers to make use of apps that depend on multiline input that potentially is longer than displayed in half (allowing for the SIP) a portrait or landscape screen.""",0
